2016,2017,2017/06/15,2017/06/30,343.5,2017/06/30,343.5,2017/07/17,5,0,5,0,1,1,6,332,1.81
2015,2016,2016/06/03,2016/06/22,280.5,2016/08/24,314,2016/07/08,2.5,0,2.5,0.5,0,0.5,3,273.6,1.1
2014,2015,2015/06/09,2015/06/25,148,,,2015/07/10,1.2,0,1.2,0,0,0,1.2,171.7,0.7
2013,2014,2014/06/06,2014/06/24,234.5,,,,1.3,0,1.3,0,0,0,1.3,219.2,0.59
2012,2013,2013/06/11,2013/06/27,165.5,,,,5,0,5,0,0,0,5,189.5,2.64
2011,2012,2012/06/05,2012/06/21,205.5,2012/06/21,205.5,,4,0,4,0,0.5,0.5,4.5,218.7,2.06
2010,2011,2011/06/24,2011/07/11,250,2011/08/08,208.5,,3.5,0,3.5,0.5,0,0.5,4,238.9,1.67
2009,2010,,,,,,,2,0,2,6.25,0,6.25,8.25,341.1,2.42
2008,2009,,,,,,,1.36,0,1.36,0,0,0,1.36,,
