2016,2017,2017/06/08,,,,,,0,0,0,0,0,0,0,7.76,0
2015,2016,2016/06/08,,,,,,0,0,0,0,0,0,0,4.73,0
2014,2015,2015/06/11,,,,,,0,0,0,0,0,0,0,5.49,0
2013,2014,2014/06/06,2014/08/21,6.99,,,2014/09/18,0.2,0,0.2,0,0,0,0.2,7.01,2.85
2012,2013,2013/05/31,2013/08/21,6.67,,,,0.2,0,0.2,0,0,0,0.2,6.98,2.87
2011,2012,2012/06/06,2012/08/06,7.16,,,,0.25,0,0.25,0,0,0,0.25,7.51,3.33
2010,2011,2011/06/09,2011/08/16,8.58,2011/08/16,8.58,,0.35,0,0.35,0.1,0,0.1,0.45,8.54,5.27
2009,2010,2010/06/09,2010/08/06,8.73,,,,0.14,0,0.14,0,0,0,0.14,8.59,1.63
2008,2009,2009/06/10,,,,,,0,0,0,0,0,0,0,6.52,0
2007,2008,2008/06/13,2008/09/16,6.4,2008/09/22,5.57,,0.15,0,0.15,0,0.15,0.15,0.3,8.02,3.74
2006,2007,2007/06/13,2007/09/03,11.5,2007/09/03,11.5,,0.2,0,0.2,0.15,0.15,0.3,0.49,12.6,3.9
2005,2006,,2006/12/13,13.45,2006/12/13,13.45,,0.19,0,0.19,0.19,0.19,0.38,0.56,10.1,5.53
2004,2005,2005/06/07,2005/08/04,8.54,2005/08/04,8.54,,0.3,0,0.3,0.3,0,0.3,0.6,9.33,6.43
2003,2004,2004/06/09,2004/07/30,9.8,2004/07/30,9.8,,0.2,0,0.2,0.2,0.4,0.6,0.8,12.6,6.35
2002,2003,2003/06/05,2003/07/11,9.3,,,,0.8,0,0.8,0,0,0,0.8,10,8
2001,2002,2002/06/14,2002/07/10,10.65,,,,0.2,0,0.2,0,0,0,0.2,9.41,2.13
2000,2001,2001/06/05,,,,,,0,0,0,0,0,0,0,4.49,0
1999,2000,2000/05/31,,,,,,0.35,0,0.35,0,0.2,0.2,0.55,9.34,5.89
1998,1999,,,,,,,0.5,0,0.5,0,0,0,0.5,10.4,4.83
1997,1998,,,,,,,0,0,0,0.6,0.6,1.2,1.2,14.9,8.07
1996,1997,1997/06/03,,,,,,0,0,0,0.4,1,1.4,1.4,20.2,6.94
1995,1996,1996/05/23,,,1996/07/24,,,0,0,0,0.3,1,1.3,1.3,19,6.83
1994,1995,1995/05/25,,,1995/07/18,,,0,0,0,0.62,0.78,1.4,1.4,21.2,6.62
1993,1994,1994/05/12,,,,,,0,0,0,1.2,1.61,2.81,2.81,33.9,8.28
1992,1993,1993/06/04,,,,,,0,0,0,0.6,1,1.6,1.6,30.4,5.26
1991,1992,1992/05/23,,,,,,0,0,0,0.5,0.5,1,1,31.4,3.18
1990,1991,1991/05/31,,,1991/11/25,,,0,0,0,0,1,1,1,38.3,2.61
1989,1990,1990/05/31,1990/04/28,,1990/12/07,,,1,0,1,0,1,1,2,,
1988,1989,,,,,,,1.5,0,1.5,1.5,0,1.5,3,,
1986,1987,,,,,,,0.85,0,0.85,1,0,1,1.85,,
1983,1984,,,,,,,0,0,0,2.85,0,2.85,2.85,,
