2016,2017,2017/06/20,2017/08/24,9.75,,,2017/09/15,0.3,0,0.3,0,0,0,0.3,11.4,2.62
2015,2016,2016/06/20,2016/07/28,9.6,,,2016/08/31,0.4,0,0.4,0,0,0,0.4,10,4
2014,2015,2015/06/17,2015/08/21,8.65,2015/08/21,8.65,2015/10/08,0.1,0,0.1,0.2,0,0.2,0.3,9.62,3.12
2013,2014,2014/06/23,2014/08/08,12.6,,,2014/09/16,0.8,0,0.8,0,0,0,0.8,12.4,6.45
2012,2013,2013/06/18,2013/10/16,13.6,2013/07/22,12.75,,0.25,0,0.25,0.41,0,0.41,0.66,12.9,5.12
2011,2012,2012/06/20,,,,,,0,0,0,0,0,0,0,9.45,0
2010,2011,2011/06/15,2011/09/14,8.37,,,,0.2,0,0.2,0,0,0,0.2,9.77,2.05
2009,2010,2010/06/22,2010/09/13,10.35,2010/09/13,10.35,,0.1,0,0.1,0.5,0,0.5,0.6,11,5.45
2008,2009,2009/06/16,,,,,,0,0,0,0,0,0,0,10.2,0
2007,2008,2008/06/13,2008/09/05,9.75,2008/09/05,9.75,,0.2,0,0.2,0.3,0,0.3,0.5,11.9,4.22
2006,2007,2007/06/13,2007/09/10,,2007/09/10,,,0.5,0,0.5,1,0,1,1.5,,
2005,2006,2006/06/28,2006/08/14,,2006/08/14,,,0.75,0,0.75,0.5,0,0.5,1.25,,
2004,2005,2005/05/30,2005/09/19,,2005/09/19,,,1.5,0,1.5,1,0,1,2.5,,
2003,2004,2004/06/21,,,2004/09/07,,,0,0,0,0.35,0,0.35,0.35,,
2002,2003,,,,,,,0,0,0,0,0,0,0,,
2000,2001,,,,,,,0,0,0,0.9,0.1,1,1,,
1999,2000,,,,,,,0,0,0,0.6,0.4,1,1,,
1998,1999,,,,,,,0,0,0,1.64,0,1.64,1.64,,
