2017,2018,2018/05/23,,,,,,4.6,0,4.6,0,0,0,4.6,84.9,5.42
2016,2017,2017/06/07,2017/06/22,64.4,,,2017/07/19,4,0,4,0,0,0,4,66,6.06
2015,2016,2016/05/18,2016/06/02,43.15,,,2016/07/06,3,0,3,0,0,0,3,45.6,6.58
2014,2015,2015/05/27,2015/06/11,42.3,,,2015/07/10,2.6,0,2.6,0,0,0,2.6,42.2,6.16
2013,2014,2014/06/11,2014/07/24,49.05,2014/07/24,49.05,2014/08/21,2,0,2,1.24,0,1.24,3.24,49.9,6.5
2012,2013,2013/06/10,2013/06/26,42.1,,,,3,0,3,0,0,0,3,45.5,6.6
2011,2012,2012/06/13,2012/06/28,36.95,,,,2.6,0,2.6,0,0,0,2.6,38.4,6.77
2010,2011,2011/06/22,2011/07/08,47.4,,,,4,0,4,0,0,0,4,42.9,9.32
2009,2010,2010/06/09,2010/06/28,40.6,,,,2.5,0,2.5,0,0,0,2.5,40.6,6.16
2008,2009,2009/06/16,2009/07/03,19.65,,,,1.5,0,1.5,0,0,0,1.5,25.2,5.95
2007,2008,2008/06/30,2008/07/15,,,,,3,0,3,0,0,0,3,,
2006,2007,2007/06/28,,,,,,1,0,1,1,0,1,2,,
2005,2006,,,,,,,1,0,1,0.5,0,0.5,1.5,,
2004,2005,,,,,,,2,0,2,2.5,0,2.5,4.5,,
2003,2004,,,,,,,1,0,1,0,0,0,1,,
2002,2003,,,,,,,1,0,1,0,0,0,1,,
2000,2001,,,,,,,0.5,0,0.5,0,0,0,0.5,,
