2016,2017,2017/06/22,2017/07/10,38.1,,,2017/08/09,1.2,0,1.2,0,0,0,1.2,45.9,2.61
2015,2016,2016/06/24,2016/08/16,29.45,2016/08/16,29.45,2016/09/29,0.5,0,0.5,0.5,0,0.5,1,29.3,3.41
2014,2015,2015/06/24,2015/07/24,39.9,,,2015/08/28,1.5,0,1.5,0,0,0,1.5,38.5,3.89
2013,2014,2014/06/26,2014/07/14,43.5,,,,0.5,0,0.5,0,0,0,0.5,38.1,1.31
2012,2013,2013/06/24,2013/07/10,27.6,,,,1,0,1,0,0,0,1,28.1,3.55
2011,2012,2012/06/21,2012/07/16,40.7,,,,1.2,0,1.2,0,0,0,1.2,39,3.08
2010,2011,2011/06/24,2011/08/08,,2011/08/08,,,0.7,0,0.7,0,0.5,0.5,1.2,27.2,4.41
2009,2010,2010/06/15,,,,,,0,0,0,0,0,0,0,,
2008,2009,2009/06/19,,,,,,0,0,0,0,0,0,0,,
