2016,2017,2017/06/08,2017/09/05,25.55,2017/09/05,25.55,2017/10/03,0.43,1.5,1.93,0.43,0,0.43,2.37,27,8.77
2015,2016,2016/06/17,2016/07/19,31.95,,,2016/08/17,1.78,0.4,2.18,0,0,0,2.18,30.3,7.19
2014,2015,2015/06/18,2015/08/05,24.4,2015/08/05,24.4,2015/08/28,0.97,0,0.97,0.49,0,0.49,1.46,25.3,5.78
2013,2014,2014/06/20,,,,,,0,0,0,0,0,0,0,12.3,0
2012,2013,2013/06/26,2013/08/27,9.11,,,,0.2,0,0.2,0,0,0,0.2,10.2,1.96
2011,2012,2012/06/20,2012/07/19,8.3,,,,0.2,0,0.2,0,0,0,0.2,8.96,2.23
2010,2011,2011/06/17,2011/07/27,9.57,,,,0.15,0,0.15,0,0,0,0.15,10.1,1.49
2009,2010,2010/06/18,2010/07/06,15.2,,,,0.2,0,0.2,0,0,0,0.2,11.8,1.69
2008,2009,2009/06/16,,,,,,0,0,0,0,0,0,0,5.43,0
2007,2008,2008/06/06,2008/09/16,4.75,,,,0.2,0,0.2,0,0,0,0.2,6.23,3.21
2006,2007,2007/06/22,,,,,,0,0,0,0,0,0,0,7.37,0
2005,2006,2006/06/14,,,,,,0,0,0,0,0,0,0,5.38,0
2004,2005,2005/06/10,,,,,,0,0,0,0,0,0,0,5.15,0
2003,2004,2004/06/18,2004/08/24,5.4,,,,0.15,0,0.15,0,0,0,0.15,8.21,1.83
2002,2003,2003/06/20,,,,,,0,0,0,0,0,0,0,9.11,0
2001,2002,2002/06/21,,,,,,0,0,0,0,0,0,0,9.34,0
2000,2001,2001/05/31,,,,,,0,0,0,0,0,0,0,3.53,0
1999,2000,2000/06/22,,,,,,0,0,0,0,0,0,0,6.41,0
1998,1999,1999/05/27,,,1999/06/28,16.6,,0,0,0,1.55,0.95,2.5,2.5,17.4,14.35
1997,1998,1998/05/25,,,1998/06/23,29.7,,0,0,0,1.5,1,2.5,2.5,34.2,7.31
1996,1997,1997/05/07,,,1997/07/05,,,0,0,0,1.3,0.7,2,2,31.4,6.37
1995,1996,1996/04/29,,,,,,0,0,0,1.5,0.5,2,2,,
1994,1995,1995/04/24,,,,,,0,0,0,0.9,0.6,1.5,1.5,,
1993,1994,,,,,,,0,0,0,0.9,0.6,1.5,1.5,,
1992,1993,,,,,,,0,0,0,1.4,0.6,2,2,,
