2017,2018,2018/06/14,,,,,,3.25,0,3.25,0,0,0,3.25,51.3,6.33
2016,2017,2017/06/14,2017/08/03,54.2,,,2017/08/30,3.98,0,3.98,0,0,0,3.98,53.2,7.48
2015,2016,2016/06/27,2016/08/04,53.5,,,2016/08/29,3,0,3,0,0,0,3,47.2,6.36
2014,2015,2015/06/15,2015/08/27,37.95,,,2015/09/23,1.56,0,1.56,0,0,0,1.56,45.8,3.41
2013,2014,2014/05/20,2014/07/10,67.7,,,,4,0,4,0,0,0,4,69.1,5.79
2012,2013,2013/05/22,2013/06/19,102,,,,3.99,0,3.99,0,0,0,3.99,96.1,4.15
2011,2012,2012/04/26,2012/06/04,101.5,,,,4.48,0,4.48,0,0,0,4.48,109.7,4.08
2010,2011,2011/06/10,2011/07/13,127.5,,,,3.97,0,3.97,0,0,0,3.97,104.4,3.8
2009,2010,2010/06/04,2010/07/15,49.25,,,,3.46,0,3.46,0,0,0,3.46,50.4,6.87
2008,2009,2009/05/19,2009/06/08,54.3,,,,3.95,0,3.95,0,0,0,3.95,41.7,9.47
2007,2008,2008/06/13,2008/08/21,40.7,2008/08/21,40.7,,2.95,0,2.95,0.1,0,0.1,3.05,40.8,7.47
2006,2007,2007/04/12,2007/07/10,54.1,2007/07/10,54.1,,0.9,0,0.9,0.1,0,0.1,1,45.7,2.19
2005,2006,2006/06/14,,,,,,0,0,0,0,0,0,0,18.2,0
2004,2005,2005/06/14,,,,,,0,0,0,0,0,0,0,15.5,0
2003,2004,2004/05/27,2004/08/04,14.6,2004/08/04,14.6,,0.3,0,0.3,0.7,0,0.7,1,17.5,5.72
2002,2003,2003/05/30,2003/08/06,26.2,2003/08/06,26.2,,1,0,1,1,0,1,2,26.1,7.65
2001,2002,2002/05/30,2002/07/15,,2002/07/15,,,1,0,1,1.4,0,1.4,2.4,35.8,6.71
2000,2001,2001/05/17,,,,,,0,0,0,1,1,2,2,30.3,6.6
1999,2000,,,,,,,0,0,0,1.2,0,1.2,1.2,,
1998,1999,,,,,,,0.6,0,0.6,0.6,0,0.6,1.2,,
1997,1998,,,,,,,0,0,0,1.2,0,1.2,1.2,,
1996,1997,,,,,,,0,0,0,1,0,1,1,,
