2016,2017,2017/06/08,2017/08/14,8.45,2017/08/14,8.45,2017/09/20,0.1,0,0.1,0.02,0.08,0.1,0.2,9.03,2.21
2015,2016,2016/06/08,,,,,,0,0,0,0,0,0,0,5.79,0
2014,2015,2015/06/08,2015/09/03,5.66,2015/09/03,5.66,2015/10/12,0.1,0,0.1,0.15,0,0.15,0.25,7.68,3.26
2013,2014,2014/06/19,2014/08/07,11.35,2014/04/10,13.85,2014/09/11,0.1,0,0.1,0.1,0,0.1,0.2,11.4,1.76
2012,2013,2013/06/10,,,,,,0,0,0,0,0,0,0,6.56,0
2011,2012,2012/06/18,,,,,,0,0,0,0,0,0,0,7.32,0
2010,2011,2011/06/10,,,2011/08/11,8.55,,0,0,0,0.2,0.2,0.4,0.4,12.1,3.29
2009,2010,2010/06/04,,,,,,0,0,0,0,0,0,0,15.9,0
2008,2009,2009/06/10,,,2009/07/30,13.85,,0,0,0,0.37,0,0.37,0.37,12.4,2.98
2007,2008,2008/06/13,2008/08/14,10.52,2008/08/14,10.52,,0.25,0,0.25,0.45,0,0.45,0.7,11.7,6
2006,2007,2007/06/15,2007/08/09,20.8,2007/08/09,20.8,,0.16,0,0.16,0.44,0,0.44,0.6,17.9,3.35
2005,2006,2006/06/09,,,2006/08/10,10.2,,0,0,0,0.49,0,0.49,0.49,12,4.07
2004,2005,2005/06/10,,,2005/08/30,7.91,,0,0,0,0,0.2,0.2,0.2,8.76,2.28
2003,2004,2004/06/21,,,2004/08/26,10.35,,0,0,0,0.28,0.19,0.47,0.47,11.9,3.94
2002,2003,2003/06/06,2003/08/21,13.58,2003/08/21,13.58,,0.3,0,0.3,1,0,1,1.3,15.8,8.23
2001,2002,2002/05/28,,,2002/09/05,,,0,0,0,1.5,0.5,2,2,,
2000,2001,2001/06/08,,,,,,0,0,0,0.5,1,1.5,1.5,,
1999,2000,2000/05/16,,,,,,0,0,0,0.7,0,0.7,0.7,,
