2016,2017,2017/06/21,2017/07/19,90.9,,,2017/08/16,0.67,0,0.67,0,0,0,0.67,94.9,0.71
2015,2016,2016/06/16,2016/07/07,29.1,,,2016/08/05,1.1,0,1.1,0,0,0,1.1,35.7,3.08
2014,2015,2015/06/18,2015/07/09,35.5,,,2015/07/31,1,0,1,0,0,0,1,44.3,2.26
2013,2014,2014/06/11,2014/07/03,35.5,,,,0.3,0,0.3,0,0,0,0.3,34.4,0.87
2012,2013,2013/06/13,2013/07/05,29.9,,,,0.1,0,0.1,0,0,0,0.1,30.2,0.33
2011,2012,2012/06/25,,,,,,0,0,0,0,0,0,0,32.3,0
2010,2011,2011/06/27,2011/07/19,50.6,,,,0.4,0,0.4,0,0,0,0.4,49.8,0.8
2009,2010,2010/06/28,,,,,,0,0,0,0,0,0,0,71.3,0
2008,2009,2009/06/12,2009/07/15,64.4,2009/07/15,64.4,,0.9,0,0.9,0.5,0,0.5,1.4,73.8,1.9
2007,2008,2008/06/20,2008/07/24,85.8,2008/07/24,85.8,,1.45,0,1.45,1.45,0,1.45,2.9,107.7,2.69
2006,2007,,2007/07/09,,2007/07/09,,,0.41,0,0.41,0.41,0,0.41,0.82,181.2,0.45
